masv,mahp,diem
3371,004,9.3
3371,022,9.7
3372,017,9.6
3372,011,5.4
3372,007,9.6
3372,009,4.1
3372,022,8.9
3373,005,10.0
3373,012,7.5
3373,020,9.4
3373,018,8.0
3373,010,8.4
3373,003,9.7
3374,010,7.3
3374,011,4.7
3374,007,8.8
3375,008,9.5
3375,018,8.9
3376,016,4.2
3376,009,7.8
3376,019,6.6
3377,014,7.0
3377,011,5.6
3377,006,9.3
3377,004,4.5
3377,009,6.4
3377,005,7.7
3378,018,7.0
3378,012,5.3
3378,020,6.1
3378,015,8.5
3379,003,5.1
3379,001,9.4
3379,005,9.3
3379,009,6.1
3379,008,10.0
3380,007,7.2
3380,022,6.6
3380,009,9.2
3380,008,7.2
3381,012,8.0
3381,016,9.4
3381,022,6.0
3381,009,9.5
3381,006,6.4
3382,022,8.1
3382,011,7.9
3382,008,6.1
3382,016,9.3
3382,001,9.5
3382,007,9.6
3383,019,8.7
3383,010,9.2
3383,007,4.8
3383,012,5.0
3384,012,6.7
3384,008,4.8
3385,003,8.5
3385,014,4.3
3385,013,7.8
3385,008,6.4
3385,002,7.9
3386,016,8.2
3386,012,8.1
3386,013,5.8
3386,021,5.7
3386,005,7.8
3386,022,5.1
3387,002,4.2
3387,013,8.6
3387,003,6.2
3387,017,6.2
3388,021,7.5
3388,001,8.3
3389,004,8.0
3389,007,8.2
3389,016,7.3
3389,013,8.0
3390,016,4.8
3390,001,9.8
3391,001,10.0
3391,008,5.3
3391,004,7.9
3392,015,6.9
3392,002,4.2
3392,013,9.7
3392,020,6.2
3392,012,5.9
3393,003,4.1
3393,014,7.2
3393,015,9.7
3393,002,7.7
3394,013,4.9
3394,005,7.4
3395,008,8.5
3395,001,6.5
3395,020,6.0
3395,006,5.4
3395,002,7.6
3396,006,4.4
3396,007,9.3
3397,020,8.5
3397,001,5.9
3397,017,4.4
3397,019,6.8
3398,006,4.2
3398,005,8.9
3398,001,6.6
3399,014,9.0
3399,016,8.6
3400,009,5.5
3400,013,4.6
3400,022,7.0
3400,001,4.9
3400,002,4.8
3400,015,6.4
3401,016,6.3
3401,002,9.4
3401,010,6.3
3401,019,7.6
3401,012,4.9
3402,016,7.7
3402,019,8.2
3402,010,6.4
3402,005,9.7
3402,015,6.8
3402,004,4.3
3403,017,9.7
3403,007,7.5
3403,018,5.4
3403,006,9.4
3404,020,4.3
3404,001,9.8
3405,016,6.8
3405,003,5.1
3406,019,9.6
3406,016,4.5
3406,011,7.5
3406,015,6.9
3406,017,5.8
3406,014,6.3
3407,018,7.9
3407,007,8.9
3407,011,8.3
3407,009,4.9
3408,020,8.9
3408,007,5.1
3408,003,4.0
3409,016,9.0
3409,022,8.0
3409,014,7.8
3409,019,8.1
3409,015,9.1
3409,012,9.4
3410,008,7.3
3410,003,9.1
3410,011,7.7
3410,019,8.4
3410,005,9.1
3410,002,8.2
3411,018,9.4
3411,009,4.5
3411,004,8.6
3412,018,7.7
3412,005,4.6
3412,022,4.1
3412,012,7.2
3412,013,5.4
3413,002,6.8
3413,011,7.9
3413,012,7.7
3413,001,8.1
3414,018,7.7
3414,008,7.9
3415,011,6.2
3415,007,8.9
3416,021,5.9
3416,008,9.1
3416,018,6.7
3417,008,9.3
3417,009,5.2
3417,003,6.5
3417,016,9.9
3417,011,6.4
3417,002,6.5
3418,007,4.6
3418,019,4.5
3418,002,5.0
3418,010,7.6
3418,014,7.5
3419,015,7.1
3419,020,7.2
3419,016,8.7
3419,008,6.4
3420,005,5.2
3420,020,8.6
3420,019,6.5
3420,003,9.3
3420,009,4.9
3421,019,4.4
3421,021,8.6
3421,015,7.6
3421,018,5.8
3422,017,4.5
3422,001,4.0
3422,022,9.7
3422,010,6.1
3422,021,10.0
3422,016,5.1
3423,020,6.4
3423,010,6.6
3423,005,6.1
3423,021,7.8
3423,004,9.3
3423,013,9.8
3424,019,9.5
3424,013,5.0
3425,015,8.9
3425,009,7.4
3425,018,6.6
3425,003,8.3
3425,016,8.4
3426,011,6.9
3426,005,7.0
3426,002,9.6
3426,012,6.6
3426,022,4.7
3426,017,4.8
3427,010,4.9
3427,005,6.2
3427,013,6.0
3428,003,5.2
3428,015,5.4
3428,011,9.0
3428,012,4.5
3428,020,7.6
3428,017,7.9
3429,016,8.3
3429,019,7.8
3429,004,7.6
3429,015,7.5
3429,022,8.9
3429,002,5.3
3430,009,7.4
3430,002,7.4
3430,020,6.8
3430,007,7.0
3430,021,5.3
3430,003,5.5
3431,005,4.2
3431,018,9.1
3432,016,6.6
3432,014,5.6
3432,003,7.2
3432,001,8.2
3432,002,4.1
3432,010,5.7
3433,006,6.3
3433,005,8.6
3433,003,8.2
3434,003,8.7
3434,015,7.6
3434,018,5.4
3435,006,7.2
3435,015,7.9
3435,009,5.0
3435,004,5.6
3435,013,6.6
3435,018,8.9
3436,009,10.0
3436,002,9.4
3437,016,9.3
3437,004,8.8
3437,003,5.9
3438,016,9.2
3438,013,9.6
3438,003,5.7
3439,019,6.2
3439,005,6.7
3440,001,6.5
3440,007,6.1
3440,015,4.9
3440,018,9.1
3440,011,4.6
3440,019,5.3
3441,003,8.7
3441,020,6.2
3441,018,9.6
3441,014,8.8
3441,005,9.5
3441,015,9.8
3442,015,9.8
3442,007,7.6
3443,022,8.6
3443,019,5.8
3444,005,7.7
3444,004,7.8
3444,010,6.9
3445,013,8.3
3445,002,5.6
3446,006,7.4
3446,014,4.8
3447,007,5.1
3447,001,6.5
3447,008,5.6
3447,010,4.3
3448,019,7.3
3448,006,9.7
3449,008,5.8
3449,004,7.8
3449,010,9.9
3449,002,6.6
3449,003,9.2
3449,007,7.3
3450,006,5.2
3450,013,5.1
3450,005,4.1
3450,014,7.0
3451,011,9.6
3451,010,9.7
3451,013,9.0
3451,004,7.1
3451,017,8.3
3451,008,9.8
3452,017,7.6
3452,006,5.3
3452,005,4.4
3452,013,6.1
3452,020,4.6
3452,012,8.1
3453,017,6.0
3453,001,8.3
3453,021,6.2
3454,020,4.3
3454,018,5.7
3454,015,9.0
3454,013,9.4
3454,009,7.1
3455,015,9.5
3455,016,5.5
3455,009,9.6
3455,002,5.6
3455,007,9.3
3456,011,4.9
3456,007,4.7
3456,022,4.8
3456,003,5.1
3456,015,4.9
3457,010,9.2
3457,003,5.5
3457,005,6.1
3457,004,9.6
3458,012,7.3
3458,004,4.2
3458,017,6.4
3458,008,4.8
3459,005,7.2
3459,004,6.8
3459,010,9.5
3460,017,8.9
3460,019,6.2
3460,003,5.4
3461,019,6.2
3461,005,7.1
3462,022,6.1
3462,007,9.1
3462,008,8.0
3463,009,6.7
3463,011,6.9
3463,005,7.5
3463,010,9.2
3463,018,9.7
3464,013,9.9
3464,006,8.1
3464,012,4.7
3464,004,5.8
3464,021,9.6
3464,007,8.2
3465,011,8.7
3465,017,7.4
3465,014,4.6
3466,013,5.9
3466,008,4.0
3466,011,6.7
3466,017,9.6
3467,019,8.3
3467,005,4.3
3467,012,9.7
3467,018,9.4
3467,017,8.3
3467,001,5.9
3468,020,9.2
3468,017,6.4
3468,004,5.0
3468,022,9.5
3468,016,7.0
3468,001,7.1
3469,001,4.7
3469,006,4.7
3469,013,7.8
3469,018,5.7
3469,016,9.1
3469,012,8.6
3470,020,8.7
3470,019,5.8
3471,015,6.3
3471,013,6.0
3471,020,9.1
3471,011,9.4
3471,021,5.2
3471,016,4.6
3472,013,5.7
3472,020,7.6
3473,021,8.4
3473,019,4.3
3474,022,5.5
3474,013,9.6
3474,011,6.1
3474,014,4.8
3474,021,7.1
3475,015,5.2
3475,014,4.2
3475,012,9.4
3475,018,6.6
3475,005,7.7
3476,022,5.5
3476,021,7.8
3476,014,8.4
3476,001,5.9
3476,018,8.7
3476,006,4.2
3477,007,9.0
3477,020,9.2
3477,010,7.5
3477,018,4.1
3477,015,5.8
3477,013,5.9
3478,015,5.2
3478,011,4.5
3479,011,7.4
3479,016,5.9
3480,009,8.0
3480,012,5.6
3480,006,4.8
3480,005,6.1
3480,008,5.8
3480,017,7.4
3481,007,9.3
3481,001,8.1
3481,009,5.0
3481,004,4.7
3481,011,5.8
3482,020,7.5
3482,008,4.2
3483,015,9.1
3483,018,7.7
3483,013,6.0
3483,003,5.6
3483,017,7.5
3483,008,9.1
3484,007,6.2
3484,021,5.8
3484,003,7.1
3484,018,7.4
3485,001,6.1
3485,005,10.0
3485,008,7.0
3486,007,9.6
3486,015,4.4
3486,001,9.4
3486,002,7.4
3487,016,5.1
3487,020,7.1
3487,019,4.0
3487,007,6.9
3487,017,7.0
3487,021,4.9
3488,022,5.9
3488,019,9.9
3489,011,9.3
3489,015,7.6
3490,001,7.2
3490,006,9.1
3490,014,8.9
3491,009,9.3
3491,001,9.4
3491,021,4.5
3491,011,8.6
3491,005,6.7
3491,013,6.4
3492,022,7.3
3492,016,9.7
3493,009,7.2
3493,018,8.3
3494,006,5.3
3494,013,8.3
3494,016,7.8
3494,020,7.7
3494,002,8.0
3495,006,6.1
3495,021,6.2
3495,009,4.5
3495,001,9.4
3495,004,9.2
3495,013,7.6
3496,013,6.1
3496,007,6.5
3496,010,7.8
3496,018,7.1
3496,008,8.5
3497,007,6.5
3497,008,8.3
3497,013,8.4
3498,010,4.7
3498,018,9.0
3498,006,8.1
3498,020,5.0
3499,022,7.7
3499,005,8.0
3499,015,9.4
3499,002,7.2
3499,016,7.0
3499,004,6.2
3500,012,8.1
3500,006,8.1
3500,011,8.0
3500,009,6.3
3500,018,7.7
3500,010,6.7
3501,010,8.1
3501,020,5.4
3501,006,8.5
3501,012,5.1
3501,017,6.5
3502,014,8.0
3502,011,6.8
3502,020,4.2
3502,013,9.2
3503,019,4.3
3503,011,4.0
3503,010,6.0
3503,015,7.9
3503,022,7.3
3504,003,6.5
3504,016,5.4
3504,010,9.6
3504,001,4.5
3505,018,4.9
3505,021,5.7
3505,010,6.3
3506,014,5.8
3506,009,6.7
3506,008,9.6
3507,017,6.4
3507,002,7.1
3507,004,5.0
3507,021,9.7
3507,003,6.1
3507,015,7.6
3508,002,5.0
3508,011,6.0
3508,006,8.1
3509,002,7.7
3509,016,6.4
3510,014,6.5
3510,010,7.7
3510,007,6.4
3510,005,6.7
3510,022,7.1
3510,013,9.9
3511,009,8.5
3511,012,6.6
3511,005,7.4
3511,003,8.5
3511,008,5.4
3512,021,9.8
3512,016,8.5
3512,022,9.4
3512,003,7.9
3513,001,8.0
3513,020,7.8
3513,009,4.6
3513,012,8.6
3514,009,4.6
3514,015,7.7
3514,017,8.4
3514,010,6.9
3515,014,4.9
3515,008,4.1
3515,012,7.3
3515,013,5.2
3516,011,6.1
3516,005,4.7
3516,022,8.3
3516,015,7.2
3517,016,5.0
3517,021,9.9
3518,022,6.3
3518,009,6.4
3518,012,4.6
3519,004,9.0
3519,001,7.6
3519,016,4.1
3520,002,9.3
3520,022,9.2
3520,013,4.1
3520,005,8.4
3521,017,6.7
3521,020,7.6
3521,006,8.7
3522,022,7.4
3522,008,6.2
3522,018,7.0
3523,001,7.3
3523,002,7.6
3523,014,6.7
3524,014,7.9
3524,016,5.7
3524,007,6.7
3524,009,7.0
3525,021,5.4
3525,001,4.3
3525,006,4.1
3526,007,9.9
3526,019,7.9
3527,007,6.5
3527,021,9.7
3527,006,6.6
3527,018,5.1
3527,002,8.7
3527,016,8.8
3528,016,8.3
3528,007,7.6
3528,001,6.5
3528,021,9.7
3529,001,7.1
3529,007,8.3
3529,013,4.1
3530,022,4.8
3530,002,9.2
3530,021,4.1
3530,010,5.5
3530,015,5.8
3531,010,6.1
3531,002,6.9
3531,016,8.4
3531,005,8.1
3531,009,6.0
3532,016,5.0
3532,017,4.5
3532,014,8.4
3532,010,6.5
3532,021,5.9
3532,004,7.1
3533,003,8.2
3533,019,7.9
3533,007,6.0
3534,003,8.1
3534,019,5.4
3534,002,6.2
3535,017,6.4
3535,004,5.2
3536,020,7.3
3536,002,8.1
3536,008,4.8
3537,003,7.2
3537,012,7.5
3537,009,7.7
3537,017,7.6
3537,018,6.2
3538,012,4.9
3538,009,8.2
3538,013,9.6
3538,002,8.5
3538,011,7.4
3539,016,6.8
3539,012,6.2
3540,015,8.3
3540,017,10.0
3540,004,6.1
3540,016,9.6
3541,021,6.8
3541,005,9.7
3542,009,6.9
3542,010,8.0
3543,013,8.6
3543,002,4.0
3543,005,7.9
3543,011,9.4
3543,019,7.6
3543,004,4.5
3544,007,6.5
3544,012,7.6
3544,011,8.7
3544,010,8.3
3544,001,8.3
3545,005,6.5
3545,010,9.0
3545,007,6.8
3545,004,4.8
3545,018,9.2
3546,008,4.6
3546,014,7.4
3546,009,4.6
3546,013,5.0
3547,002,4.3
3547,011,7.5
3547,001,8.0
3547,016,5.1
3547,005,4.0
3547,006,4.5
3548,013,4.9
3548,010,4.2
3548,015,5.2
3548,006,6.3
3548,014,7.9
3548,005,8.4
3549,020,6.1
3549,016,5.9
3549,009,6.9
3549,012,5.3
3550,004,6.2
3550,001,4.5
3550,006,9.7
3550,016,9.3
3551,018,9.5
3551,017,8.0
3551,002,8.2
3551,016,7.3
3551,019,4.4
3551,003,6.1
3552,012,8.6
3552,003,6.8
3552,005,5.9
3552,021,4.3
3552,013,7.0
3553,001,5.5
3553,006,7.9
3554,016,8.3
3554,019,8.5
3555,008,9.7
3555,004,5.0
3555,009,7.1
3555,012,6.1
3556,005,7.5
3556,018,9.5
3556,022,7.6
3556,012,8.8
3557,018,6.5
3557,022,5.7
3558,002,6.7
3558,010,7.4
3559,011,6.1
3559,013,4.6
3560,016,6.0
3560,022,8.1
3560,005,8.7
3560,011,8.3
3560,020,5.5
3560,014,9.1
3561,005,5.8
3561,006,6.4
3561,010,5.2
3561,008,7.3
3561,014,7.1
3562,019,6.4
3562,014,5.8
3562,012,6.3
3562,002,5.4
3563,007,9.3
3563,016,5.0
3563,010,6.1
3564,007,7.5
3564,014,7.4
3564,006,9.3
3564,018,6.6
3564,011,7.3
3565,009,5.5
3565,006,6.2
3565,007,9.7
3565,019,4.7
3565,014,4.5
3566,013,4.7
3566,012,4.5
3567,020,7.1
3567,003,9.0
3567,001,9.5
3567,011,9.3
3567,010,7.4
3567,004,4.4
3568,021,9.0
3568,004,5.5
3568,016,4.6
3568,011,5.0
3569,009,8.7
3569,017,8.3
3570,019,5.7
3570,010,5.9
3570,001,5.2
3571,017,5.9
3571,003,6.7
3571,008,8.8
3571,020,8.0
3571,018,9.6
3572,022,5.0
3572,008,4.5
3572,005,6.3
3572,006,8.9
3572,004,7.8
3573,008,4.5
3573,013,8.5
3573,015,5.7
3574,017,8.0
3574,011,5.6
3574,015,4.7
3574,007,9.8
3575,005,8.9
3575,014,6.7
3575,021,9.8
3575,004,9.1
3575,010,6.2
3576,021,6.7
3576,007,9.2
3576,001,8.1
3576,019,9.2
3576,015,8.3
3576,003,5.4
3577,021,7.6
3577,002,7.1
3577,009,4.5
3577,006,8.5
3578,005,6.8
3578,003,4.1
3578,013,9.8
3578,006,9.7
3578,014,4.7
3578,011,6.0
3579,019,4.3
3579,013,7.9
3579,010,6.5
3579,012,7.3
3579,006,6.5
3580,008,5.3
3580,011,4.7
3580,005,9.2
3581,004,7.4
3581,008,7.0
3581,018,7.8
3581,022,4.7
3582,007,4.6
3582,008,4.0
3582,015,5.5
3582,005,6.8
3582,012,5.8
3582,018,4.4
3583,003,8.1
3583,001,9.8
3584,018,5.5
3584,019,5.3
3584,011,7.2
3584,007,4.7
3584,021,4.8
3585,004,4.3
3585,020,7.2
3586,010,6.6
3586,016,7.1
3586,013,5.9
3586,008,8.3
3587,012,7.5
3587,020,4.3
3588,013,9.2
3588,014,7.2
3588,010,4.5
3588,002,4.5
3589,012,7.3
3589,017,9.0
3589,018,6.3
3590,003,6.5
3590,012,5.2
3590,016,9.3
3590,001,5.8
3590,015,7.8
3590,022,9.6
3591,011,5.0
3591,005,5.5
3591,019,8.9
3592,004,7.8
3592,014,9.2
3592,021,8.9
3592,007,8.3
3592,005,6.6
3593,005,7.8
3593,013,6.3
3593,002,6.6
3593,014,5.6
3593,004,7.3
3594,001,4.7
3594,009,8.6
3594,017,6.9
3594,013,4.1
3594,016,6.1
3595,019,4.4
3595,010,4.3
3595,013,9.1
3596,001,9.5
3596,018,9.7
3596,022,6.5
3596,004,4.6
3597,012,5.5
3597,011,4.2
3597,017,7.2
3598,009,7.6
3598,011,5.7
3598,017,6.5
3599,021,7.7
3599,009,10.0
3599,002,4.8
3599,006,8.1
3599,019,6.5
3599,010,9.6
3600,016,7.1
3600,019,4.6
3600,022,7.0
3600,014,7.4
3601,009,4.1
3601,021,9.9
3601,019,5.3
3601,017,4.9
3602,001,5.4
3602,021,8.2
3603,011,6.7
3603,008,7.6
3603,020,5.3
3604,020,5.9
3604,004,5.6
3604,013,6.1
3605,003,8.6
3605,011,9.0
3605,020,4.9
3605,008,9.5
3605,002,8.0
3605,014,8.1
3606,004,7.7
3606,008,9.3
3606,002,8.9
3607,009,9.3
3607,021,9.6
3608,004,8.2
3608,019,8.1
3608,009,6.8
3608,017,4.7
3608,003,9.2
3608,022,8.6
3609,002,7.2
3609,019,7.5
3609,014,6.5
3609,010,6.6
3610,016,7.0
3610,001,6.6
3610,006,6.2
3611,016,6.0
3611,021,8.5
3611,003,8.3
3611,018,8.2
3611,013,6.9
3611,015,8.1
3612,012,4.8
3612,008,9.2
3612,015,4.3
3613,003,6.4
3613,012,8.8
3613,011,4.0
3613,021,6.3
3613,004,9.2
3614,022,6.2
3614,004,8.2
3614,005,8.0
3614,002,4.7
3615,006,4.7
3615,008,8.2
3615,015,5.2
3615,020,7.8
3615,004,7.2
3616,011,6.0
3616,013,8.5
3616,010,6.4
3616,016,5.3
3617,022,9.5
3617,020,5.0
3618,013,5.3
3618,003,9.4
3619,016,7.4
3619,014,7.5
3619,001,9.5
3619,013,9.1
3620,004,8.2
3620,013,5.0
3620,010,4.2
3620,019,5.6
3620,005,9.0
3620,009,6.7
3621,004,5.3
3621,011,8.9
3621,013,9.1
3621,022,4.6
3621,015,9.9
3621,020,9.3
3622,020,8.9
3622,021,6.1
3623,004,9.9
3623,015,5.3
3623,006,7.5
3624,001,9.0
3624,002,8.8
3624,006,8.7
3624,008,4.5
3624,016,4.8
3624,015,6.2
3625,006,4.7
3625,007,7.3
3625,005,5.7
3626,019,6.9
3626,021,5.8
3626,005,4.1
3626,007,6.1
3626,016,6.7
3627,014,5.8
3627,009,9.9
3628,008,6.2
3628,006,7.2
3629,013,9.9
3629,019,8.3
3629,018,4.2
3629,007,9.6
3629,015,5.4
3629,008,9.2
3630,020,8.2
3630,008,5.9
3630,004,7.5
3630,002,8.0
3631,021,4.9
3631,018,6.4
3631,017,6.0
3631,020,5.1
3631,001,9.9
3632,010,9.2
3632,007,6.3
3632,006,9.5
3633,011,8.4
3633,012,4.3
3633,009,7.0
3633,008,4.8
3634,020,4.1
3634,022,8.7
3634,002,8.7
3634,001,4.5
3634,009,5.4
3635,007,8.3
3635,015,4.5
3635,001,6.4
3635,002,5.2
3636,010,5.4
3636,003,6.8
3636,001,7.4
3636,006,5.3
3636,007,9.0
3636,011,6.5
3637,002,7.1
3637,005,9.2
3638,003,8.2
3638,022,4.6
3638,006,7.0
3639,003,5.0
3639,007,6.7
3639,014,7.9
3640,014,8.7
3640,003,8.1
3640,020,5.4
3640,016,9.1
3640,001,4.2
3640,017,6.1
3641,001,4.2
3641,017,7.2
3641,015,9.1
3641,013,8.3
3642,002,7.8
3642,017,6.0
3642,015,6.2
3642,007,6.2
3642,010,9.7
3642,012,5.3
3643,008,8.8
3643,010,6.6
3643,001,6.0
3644,020,5.3
3644,019,6.3
3644,022,7.0
3644,016,7.2
3645,016,7.0
3645,011,9.2
3646,007,8.5
3646,015,5.5
3646,019,5.3
3646,001,8.1
3647,010,8.4
3647,019,5.5
3647,012,4.9
3647,006,8.5
3647,014,6.3
3648,002,9.9
3648,010,6.3
3648,009,5.8
3648,006,9.9
3649,017,7.0
3649,015,5.2
3650,013,6.0
3650,007,4.0
3650,021,4.9
3651,017,9.9
3651,012,5.3
3651,005,5.3
3651,010,10.0
3652,014,6.3
3652,013,8.9
3652,006,9.6
3652,018,8.3
3653,010,7.5
3653,022,6.4
3653,014,6.2
3653,011,4.5
3654,020,9.4
3654,009,7.7
3655,017,4.4
3655,022,8.7
3655,016,6.2
3655,019,4.4
3656,017,8.6
3656,007,6.1
3656,014,8.3
3656,019,8.2
3656,020,4.5
3657,020,4.9
3657,009,7.7
3657,008,7.4
3657,010,4.3
3657,019,5.6
3658,007,6.2
3658,016,6.2
3659,014,5.5
3659,017,9.4
3660,014,7.9
3660,018,5.8
3660,012,9.4
3660,005,7.9
3661,007,9.7
3661,002,9.4
3662,022,5.2
3662,007,4.6
3662,005,6.1
3663,015,7.0
3663,013,5.2
3663,014,9.0
3663,022,7.4
3663,009,6.5
3663,012,9.1
3664,009,5.6
3664,021,6.1
3664,010,7.3
3664,017,7.8
3665,006,5.7
3665,012,4.9
3665,022,8.5
3665,001,7.5
3665,007,6.6
3665,018,7.5
3666,022,5.2
3666,014,7.7
3667,010,9.4
3667,007,6.6
3668,017,7.7
3668,021,9.1
3668,019,7.5
3668,005,7.9
3669,009,7.5
3669,005,8.3
3670,011,7.8
3670,020,5.7
3670,010,5.1
3671,010,8.9
3671,015,4.4
3671,003,4.2
3671,014,5.7
3671,020,9.9
3672,005,7.5
3672,021,5.5
3672,003,6.6
3672,020,6.7
3672,016,5.2
3673,019,5.0
3673,009,4.8
3673,007,5.7
3673,005,6.9
3674,001,6.9
3674,010,6.5
3674,014,9.9
3674,018,9.0
3674,005,7.0
3675,012,6.9
3675,008,10.0
3675,003,6.2
3675,007,7.5
3676,009,4.2
3676,022,5.6
3676,008,7.1
3677,019,6.5
3677,018,5.4
3677,008,7.8
3677,015,7.5
3677,016,8.7
3677,002,5.0
3678,015,7.2
3678,006,5.7
3678,011,5.0
3678,003,6.9
3679,012,4.0
3679,020,5.2
3679,005,5.4
3679,011,7.8
3679,009,8.6
3679,013,5.4
3680,016,7.4
3680,003,7.7
3680,017,9.6
3680,013,5.2
3681,021,7.0
3681,018,9.3
3681,011,9.0
3681,013,5.8
3681,006,9.0
3682,008,9.0
3682,010,9.4
3682,018,8.3
3682,004,5.1
3683,010,8.7
3683,005,9.1
3683,013,5.8
3684,008,9.0
3684,010,8.2
3684,003,7.1
3684,017,5.6
3684,011,5.5
3684,020,9.7
3685,008,9.6
3685,017,5.3
3685,003,9.0
3685,010,4.1
3685,007,5.5
3686,007,5.2
3686,021,9.9
3686,002,5.8
3687,021,9.7
3687,002,8.7
3687,020,8.3
3687,015,9.1
3688,004,7.0
3688,010,8.8
3688,018,4.5
3688,013,9.6
3688,003,7.7
3689,015,8.4
3689,022,7.2
3689,003,4.3
3689,009,5.7
3689,018,6.3
3690,022,9.0
3690,017,5.5
3691,012,8.7
3691,017,7.0
3691,001,7.4
3691,020,6.9
3691,015,4.6
3691,002,6.8
3692,018,7.8
3692,022,5.0
3693,004,7.5
3693,011,7.1
3693,006,6.3
3693,021,9.9
3693,010,6.8
3693,018,4.4
3694,005,8.0
3694,006,9.6
3694,008,5.9
3694,002,7.2
3694,007,5.3
3694,014,5.1
3695,016,6.1
3695,017,6.9
3696,019,5.6
3696,005,5.9
3697,020,4.2
3697,002,7.5
3697,017,6.9
3698,020,6.8
3698,002,5.9
3698,003,8.8
3698,009,5.0
3698,013,5.1
3699,013,8.8
3699,003,8.8
3700,007,6.7
3700,015,8.5
3700,006,4.4
3700,014,7.3
3700,001,8.2
3700,022,6.8
3701,016,6.3
3701,005,7.8
3701,010,7.1
3701,015,4.7
3701,020,5.6
3702,003,9.3
3702,010,8.5
3702,005,4.5
3702,001,8.6
3702,018,4.3
3702,016,5.5
3703,015,6.7
3703,006,5.1
3704,014,5.9
3704,021,9.4
3704,003,6.6
3704,001,7.8
3704,012,9.2
3704,019,6.3
3705,018,9.2
3705,012,5.2
3705,016,4.1
3706,016,6.9
3706,005,7.6
3706,018,4.9
3706,022,7.6
3706,019,9.5
3706,013,6.0
3707,020,9.7
3707,022,8.8
3707,002,8.8
3707,015,7.7
3708,009,7.4
3708,008,6.4
3708,006,7.2
3708,013,7.2
3709,018,6.1
3709,008,7.6
3709,007,5.4
3709,014,5.9
3709,022,9.2
3710,015,5.5
3710,013,5.2
3710,008,7.3
3710,005,8.8
3711,006,6.1
3711,014,8.7
3711,009,4.3
3711,015,7.4
3712,002,5.0
3712,014,9.9
3712,009,6.8
3713,003,5.1
3713,010,9.3
3713,022,9.6
3713,001,9.4
3714,014,9.2
3714,007,8.5
3714,008,4.3
3714,016,6.1
3714,022,8.4
3714,012,6.2
3715,012,9.9
3715,008,7.6
3716,009,7.0
3716,020,9.3
3717,022,8.0
3717,016,9.5
3717,021,6.0
3717,018,7.9
3717,012,9.1
3718,013,6.8
3718,011,5.9
3718,017,9.1
3719,018,8.2
3719,015,6.0
3719,006,4.4
3719,005,8.2
3719,019,5.0
3720,013,5.5
3720,004,8.5
3721,003,5.6
3721,004,8.8
3721,005,7.0
3722,022,6.2
3722,012,5.2
3722,003,7.6
3722,011,7.9
3722,001,7.3
3723,019,6.4
3723,009,7.7
3723,018,6.6
3723,022,9.6
3724,022,9.0
3724,020,7.6
3725,016,7.3
3725,013,6.7
3725,019,4.8
3725,015,4.6
3725,001,4.4
3725,007,5.5
3726,004,6.8
3726,021,7.8
3726,019,8.3
3726,016,9.8
3726,014,4.2
3727,013,5.5
3727,002,6.0
3727,015,8.3
3727,003,8.9
3727,016,5.1
3727,012,7.2
3728,015,8.2
3728,008,7.4
3728,017,5.3
3728,019,4.5
3728,011,9.2
3729,015,4.5
3729,021,5.7
3729,016,6.9
3729,012,5.2
3729,010,4.4
3730,014,5.4
3730,015,7.1
3730,007,8.8
3730,003,6.7
3730,011,6.8
3730,020,5.9
3731,002,4.5
3731,014,8.1
3731,017,4.2
3731,022,4.3
3731,011,8.7
3731,013,6.3
3732,020,6.7
3732,010,7.9
3732,006,8.8
3732,013,5.1
3732,012,4.1
3732,007,9.3
3733,004,6.4
3733,013,7.6
3733,011,4.9
3734,021,6.5
3734,002,8.7
3735,008,8.9
3735,011,5.7
3736,014,4.8
3736,019,9.1
3736,015,4.9
3736,004,9.3
3736,009,6.9
3737,009,7.6
3737,013,7.9
3738,021,7.7
3738,012,10.0
3738,022,9.3
3738,006,5.0
3738,011,7.4
3739,004,6.7
3739,011,6.7
3739,014,9.9
3739,009,9.5
3739,005,9.1
3739,013,5.3
3740,001,4.6
3740,003,8.9
3740,017,8.6
3741,001,6.3
3741,008,9.2
3741,004,7.6
3741,005,5.2
3742,020,5.4
3742,015,4.1
3743,007,9.3
3743,011,8.9
3743,013,7.1
3743,016,8.4
3744,002,9.6
3744,005,6.5
3744,010,4.2
3744,014,8.5
3744,009,9.9
3744,017,6.3
3745,018,9.1
3745,014,4.2
3746,003,5.6
3746,015,5.1
3747,006,8.4
3747,021,4.4
3747,011,9.7
3747,009,4.5
3748,002,9.0
3748,009,6.8
3748,017,6.4
3748,008,5.3
3748,010,5.7
3748,007,7.7
3749,022,9.9
3749,002,8.3
3749,018,5.4
3749,006,7.8
3749,020,8.0
3749,021,7.9
3750,012,7.4
3750,011,8.8
3750,020,7.4
3750,005,6.2
3751,001,9.4
3751,007,4.9
3751,020,8.5
3752,019,8.9
3752,009,7.2
3752,021,8.4
3752,004,9.7
3752,007,9.2
3753,005,6.4
3753,007,4.6
3753,009,4.6
3753,001,4.8
3754,014,5.0
3754,007,9.1
3754,020,8.5
3754,016,7.7
3754,003,6.0
3755,005,5.5
3755,009,6.6
3756,002,4.4
3756,003,4.3
3757,009,5.2
3757,012,9.7
3757,019,8.8
3757,004,7.4
3757,017,9.6
3758,004,4.7
3758,020,9.8
3758,017,5.6
3758,007,6.8
